TITLE,AUTHOR,FILEPATH
Flint,['Maud Wilder Goodwin'],./data/2/1/6/9/21690/21690.txt
The Pioneers,['R.M. Ballantyne'],./data/2/1/6/9/21691/21691.txt
The Pirate City,['R.M. Ballantyne'],./data/2/1/6/9/21692/21692.txt
Post Haste,['R.M. Ballantyne'],./data/2/1/6/9/21693/21693.txt
The Prairie Chief,['R.M. Ballantyne'],./data/2/1/6/9/21694/21694.txt
Life in the Red Brigade,['R.M. Ballantyne'],./data/2/1/6/9/21695/21695.txt
Red Rooney,['R.M. Ballantyne'],./data/2/1/6/9/21696/21696.txt
The Red Man's Revenge,['R.M. Ballantyne'],./data/2/1/6/9/21697/21697.txt
Rivers of Ice,['R.M. Ballantyne'],./data/2/1/6/9/21698/21698.txt
The Rover of the Andes,['R.M. Ballantyne'],./data/2/1/6/9/21699/21699.txt
Don Juan,['Lord Byron'],./data/2/1/7/0/21700/21700.txt
The Settler and the Savage,['R.M. Ballantyne'],./data/2/1/7/0/21701/21701.txt
Shifting Winds,['R.M. Ballantyne'],./data/2/1/7/0/21702/21702.txt
Silver Lake,['R.M. Ballantyne'],./data/2/1/7/0/21703/21703.txt
Six Months at the Cape,['R.M. Ballantyne'],./data/2/1/7/0/21704/21704.txt
In the Track of the Troops,['R.M. Ballantyne'],./data/2/1/7/0/21705/21705.txt
Twice Bought,['R.M. Ballantyne'],./data/2/1/7/0/21706/21706.txt
Ungava,['R.M. Ballantyne'],./data/2/1/7/0/21707/21707.txt
Up in the Clouds,['R.M. Ballantyne'],./data/2/1/7/0/21708/21708.txt
The Walrus Hunters,['R.M. Ballantyne'],./data/2/1/7/0/21709/21709.txt
The Crew of the Water Wagtail,['R.M. Ballantyne'],./data/2/1/7/1/21710/21710.txt
The World of Ice,['R.M. Ballantyne'],./data/2/1/7/1/21711/21711.txt
The Young Fur Traders,['R.M. Ballantyne'],./data/2/1/7/1/21712/21712.txt
The Young Trawler,['R.M. Ballantyne'],./data/2/1/7/1/21713/21713.txt
The Red Eric,['R.M. Ballantyne'],./data/2/1/7/1/21714/21714.txt
Away in the Wilderness,['R.M. Ballantyne'],./data/2/1/7/1/21715/21715.txt
The Battery and the Boiler,['R.M. Ballantyne'],./data/2/1/7/1/21716/21716.txt
Battles with the Sea,['R.M. Ballantyne'],./data/2/1/7/1/21717/21717.txt
The Big Otter,['R.M. Ballantyne'],./data/2/1/7/1/21718/21718.txt
Blue Lights,['R.M. Ballantyne'],./data/2/1/7/1/21719/21719.txt
Charlie to the Rescue,['R.M. Ballantyne'],./data/2/1/7/2/21720/21720.txt
The Coral Island,['R.M. Ballantyne'],./data/2/1/7/2/21721/21721.txt
A Practical Discourse on Some Principles of Hymn-Singing,['Robert Bridges'],./data/2/1/7/2/21722/21722.txt
Songs of the Cattle Trail and Cow Camp,['Various'],./data/2/1/7/2/21723/21723.txt
The Handbook of Soap Manufacture,['W.H. Simmons'],./data/2/1/7/2/21724/21724.txt
The Coxswain's Bride,['R.M. Ballantyne'],./data/2/1/7/2/21725/21725.txt
"Deep Down, a Tale of the Cornish Mines",['R.M. Ballantyne'],./data/2/1/7/2/21726/21726.txt
Digging for Gold,['R.M. Ballantyne'],./data/2/1/7/2/21727/21727.txt
The Dog Crusoe and his Master,['R.M. Ballantyne'],./data/2/1/7/2/21728/21728.txt
Dusty Diamonds Cut and Polished,['R.M. Ballantyne'],./data/2/1/7/2/21729/21729.txt
"The Miscellaneous Writings and Speeches of Lord Macaulay, Vol. 4 (of 4)",['Thomas Babington Macaulay'],./data/2/1/7/2170/2170.txt
Brother Jacob,['George Eliot'],./data/2/1/7/2171/2171.txt
That Mainwaring Affair,['Maynard Barbour'],./data/2/1/7/2172/2172.txt
Thoughts on the Present Discontents,['Edmund Burke'],./data/2/1/7/2173/2173.txt
You Never Can Tell,['George Bernard Shaw'],./data/2/1/7/2175/2175.txt
Seven Discourses on Art,['Joshua Reynolds'],./data/2/1/7/2176/2176.txt
Thankful Blossom,['Bret Harte'],./data/2/1/7/2177/2177.txt
By Shore and Sedge,['Bret Harte'],./data/2/1/7/2178/2178.txt
Drift from Two Shores,['Bret Harte'],./data/2/1/7/2179/2179.txt
Erling the Bold,['R.M. Ballantyne'],./data/2/1/7/3/21730/21730.txt
Fighting the Whales,['R.M. Ballantyne'],./data/2/1/7/3/21731/21731.txt
Fort Desolation,['R.M. Ballantyne'],./data/2/1/7/3/21732/21732.txt
The Giant of the North,['R.M. Ballantyne'],./data/2/1/7/3/21733/21733.txt
The Golden Dream,['R.M. Ballantyne'],./data/2/1/7/3/21734/21734.txt
The Floating Light of the Goodwin Sands,['R.M. Ballantyne'],./data/2/1/7/3/21735/21735.txt
The Gorilla Hunters,['R.M. Ballantyne'],./data/2/1/7/3/21736/21736.txt
The Garret and the Garden,['R.M. Ballantyne'],./data/2/1/7/3/21737/21737.txt
Hunted and Harried,['R.M. Ballantyne'],./data/2/1/7/3/21738/21738.txt
Hunting the Lions,['R.M. Ballantyne'],./data/2/1/7/3/21739/21739.txt
The Iron Horse,['R.M. Ballantyne'],./data/2/1/7/4/21740/21740.txt
The Island Queen,['R.M. Ballantyne'],./data/2/1/7/4/21741/21741.txt
Jarwin and Cuffy,['R.M. Ballantyne'],./data/2/1/7/4/21742/21742.txt
"Jeff Benson, or the Young Coastguardsman",['R.M. Ballantyne'],./data/2/1/7/4/21743/21743.txt
The Lifeboat,['R.M. Ballantyne'],./data/2/1/7/4/21744/21744.txt
The Life of a Ship,['R.M. Ballantyne'],./data/2/1/7/4/21745/21745.txt
The Lighthouse,['R.M. Ballantyne'],./data/2/1/7/4/21746/21746.txt
The Lonely Island,['R.M. Ballantyne'],./data/2/1/7/4/21747/21747.txt
Black Ivory,['R.M. Ballantyne'],./data/2/1/7/4/21748/21748.txt
Man on the Ocean,['R.M. Ballantyne'],./data/2/1/7/4/21749/21749.txt
Martin Rattler,['R.M. Ballantyne'],./data/2/1/7/5/21750/21750.txt
The Middy and the Moors,['R.M. Ballantyne'],./data/2/1/7/5/21751/21751.txt
My Doggie and I,['R.M. Ballantyne'],./data/2/1/7/5/21752/21752.txt
The Norsemen in the West,['R.M. Ballantyne'],./data/2/1/7/5/21753/21753.txt
The Ocean and its Wonders,['R.M. Ballantyne'],./data/2/1/7/5/21754/21754.txt
Personal Reminiscences in Book Making,['R.M. Ballantyne'],./data/2/1/7/5/21755/21755.txt
Philosopher Jack,['R.M. Ballantyne'],./data/2/1/7/5/21756/21756.txt
The Hot Swamp,['R.M. Ballantyne'],./data/2/1/7/5/21757/21757.txt
Hudson Bay,['R.M. Ballantyne'],./data/2/1/7/5/21758/21758.txt
Kate Coventry,['G.J. Whyte-Melville'],./data/2/1/7/5/21759/21759.txt
The Wonder Island Boys: Adventures on Strange Islands,['Roger Thompson Finlay'],./data/2/1/7/6/21760/21760.txt
Synopsis of Some Genera of the Large Pyrenomycetes,['C.G. Lloyd'],./data/2/1/7/6/21761/21761.txt
On the Firing Line in Education,['Adoniram Judson Ladd'],./data/2/1/7/6/21762/21762.txt
The Brentons,['Anna Chapin Ray'],./data/2/1/7/6/21763/21763.txt
Child Stories from the Masters,['Maud Menefee'],./data/2/1/7/6/21764/21764-0.txt
Child Stories from the Masters,['Maud Menefee'],./data/2/1/7/6/21764/21764.txt
The Metamorphoses of Ovid,['Publius Ovidius Naso'],./data/2/1/7/6/21765/21765-0.txt
The Metamorphoses of Ovid,['Publius Ovidius Naso'],./data/2/1/7/6/21765/21765.txt
Ionica,['William Cory '],./data/2/1/7/6/21766/21766.txt
Agatha's Husband,['Dinah Maria Craik '],./data/2/1/7/6/21767/21767.txt
A Desert Drama,['A. Conan Doyle'],./data/2/1/7/6/21768/21768.txt
Songs Of The Road,['Arthur Conan Doyle'],./data/2/1/7/6/21769/21769.txt
The Author Of Beltraffio,['Henry James'],./data/2/1/7/7/21770/21770.txt
Georgina's Reasons,['Henry James'],./data/2/1/7/7/21771/21771.txt
The Path Of Duty,['Henry James'],./data/2/1/7/7/21772/21772.txt
Four Meetings,['Henry James'],./data/2/1/7/7/21773/21773.txt
Practical Mysticism,['Evelyn Underhill'],./data/2/1/7/7/21774/21774.txt
"The Best of the World's Classics, Restricted to Prose, Vol. IV (of X)--Great Britain and Ireland II",['Various'],./data/2/1/7/7/21775/21775.txt
George Borrow,['Henry Charles Beeching'],./data/2/1/7/7/21776/21776.txt
The Years Between,['Rudyard Kipling'],./data/2/1/7/7/21777/21777.txt
"Donahoe's Magazine, Volume 15, No. 1, January 1886",['Various'],./data/2/1/7/7/21778/21778.txt
"Text Book of Biology, Part 1: Vertebrata",['H.G. Wells'],./data/2/1/7/8/21781/21781.txt
The Yillian Way,['John Keith Laumer'],./data/2/1/7/8/21782/21782.txt
A Manual of Pronunciation,['Otis Ashmore'],./data/2/1/7/8/21783/21783-0.txt
A Manual of Pronunciation,['Otis Ashmore'],./data/2/1/7/8/21783/21783.txt
The Goblins' Christmas,['Elizabeth Anderson'],./data/2/1/7/8/21784/21784.txt
Poems of Rural Life in the Dorset Dialect,['William Barnes'],./data/2/1/7/8/21785/21785.txt
Shelled by an Unseen Foe,['James Fiske'],./data/2/1/7/8/21787/21787.txt
Held Fast For England,['G.A. Henty'],./data/2/1/7/8/21788/21788.txt
"A Discourse of Life and Death, by Mornay; and  Antonius by Garnier",['Philippe de  Mornay'],./data/2/1/7/8/21789/21789-0.txt
"A Discourse of Life and Death, by Mornay; and  Antonius by Garnier",['Philippe de  Mornay'],./data/2/1/7/8/21789/21789.txt
The Dance of Death,['Hans Holbein'],./data/2/1/7/9/21790/21790.txt
The Aeroplane Speaks,['H. Barber'],./data/2/1/7/9/21791/21791.txt
Obiter Dicta,['Augustine Birrell'],./data/2/1/7/9/21793/21793.txt
The Boy from the Ranch,['Frank V. Webster'],./data/2/1/7/9/21794/21794.txt
Fred Fearnot's New Ranch,['Hal Standish'],./data/2/1/7/9/21795/21795.txt
The Story of Atlantis and the Lost Lemuria,['W. Scott-Elliot'],./data/2/1/7/9/21796/21796.txt
A Sailor's Lass,['Emma Leslie'],./data/2/1/7/9/21797/21797.txt
Day of Infamy Speech,['Franklin Delano Roosevelt'],./data/2/1/8/0/21805/21805.txt
The Holy Cross and Other Tales,['Eugene Field'],./data/2/1/8/0/21807/21807.txt
The House,['Eugene Field'],./data/2/1/8/0/21808/21808.txt
Second Book of Tales,['Eugene Field'],./data/2/1/8/0/21809/21809.txt
The Wonder Island Boys: Treasures of the Island,['Roger Thompson Finlay'],./data/2/1/8/1/21810/21810.txt
"The Works Of Lord Byron, Vol. 3 (of 7)",['Lord Byron'],./data/2/1/8/1/21811/21811-0.txt
"The Works Of Lord Byron, Vol. 3 (of 7)",['Lord Byron'],./data/2/1/8/1/21811/21811.txt
Paul Gerrard,['W.H.G. Kingston'],./data/2/1/8/1/21812/21812.txt
The Madman and the Pirate,['R.M. Ballantyne'],./data/2/1/8/1/21813/21813.txt
The Trial and Death of Jesus Christ,['James Stalker'],./data/2/1/8/1/21814/21814.txt
John Forster,['Percy Hethrington Fitzgerald'],./data/2/1/8/1/21815/21815.txt
The Confidence-Man,['Herman Melville'],./data/2/1/8/1/21816/21816.txt
"Handy Andy, Volume One",['Samuel Lover'],./data/2/1/8/1/21817/21817.txt
"Punch, or the London Charivari, Vol. 104, February 11, 1893",['Various'],./data/2/1/8/1/21818/21818.txt
"Kalli, the Esquimaux Christian",['Thomas Boyles Murray'],./data/2/1/8/1/21819/21819.txt
Oh! Susannah!,['Mark Ambient'],./data/2/1/8/2/21820/21820.txt
The Mark Of Cain,['Andrew Lang'],./data/2/1/8/2/21821/21821.txt
A Lecture On Heads,['Geo. Alex. Stevens'],./data/2/1/8/2/21822/21822.txt
The Butterfly's Ball,['R.M. Ballantyne'],./data/2/1/8/2/21823/21823.txt
The Old Stone House and Other Stories,['Anna Katharine Green'],./data/2/1/8/2/21824/21824.txt
"My Pet Recipes, Tried and True",['Various'],./data/2/1/8/2/21826/21826.txt
The Life of St. Paul,['James Stalker'],./data/2/1/8/2/21828/21828.txt
A Treatise on Domestic Economy,['Catherine Esther Beecher'],./data/2/1/8/2/21829/21829.txt
In a Hollow of the Hills,['Bret Harte'],./data/2/1/8/2180/2180.txt
"The Marble Faun, Volume I.",['Nathaniel Hawthorne'],./data/2/1/8/2181/2181.txt
"The Marble Faun, Volume II.",['Nathaniel Hawthorne'],./data/2/1/8/2182/2182.txt
Three Men on the Bummel,['Jerome K. Jerome'],./data/2/1/8/2183/2183.txt
Maruja,['Bret Harte'],./data/2/1/8/2185/2185.txt
"""Captains Courageous""",['Rudyard Kipling'],./data/2/1/8/2186/2186.txt
The Little Mixer,['Lillian Nicholson Shearon'],./data/2/1/8/3/21830/21830.txt
The Wonder Island Boys: Conquest of the Savages,['Roger Thompson Finlay'],./data/2/1/8/3/21832/21832.txt
"Experiences of a Dug-out, 1914-1918",['Charles Edward Callwell'],./data/2/1/8/3/21833/21833.txt
The Black Colonel,['James Milne'],./data/2/1/8/3/21834/21834.txt
The Jew and American Ideals,['John Spargo'],./data/2/1/8/3/21835/21835.txt
The Tale of Jasper Jay,['Arthur Scott Bailey'],./data/2/1/8/3/21836/21836.txt
Monopolies and the People,['Charles Whiting Baker'],./data/2/1/8/3/21837/21837.txt
Which?,['Ernest Daudet'],./data/2/1/8/3/21838/21838.txt
Sense and Sensibility,['Jane Austen'],./data/2/1/8/3/21839/21839.txt
Woman,['William J. Robinson'],./data/2/1/8/4/21840/21840.txt
The Saddle Boys in the Grand Canyon,['James Carson'],./data/2/1/8/4/21841/21841.txt
The Boy Scouts of Lenox,['Frank V. Webster'],./data/2/1/8/4/21842/21842.txt
"The Botanical Magazine, Vol. 6",['William Curtis'],./data/2/1/8/4/21843/21843.txt
The Tale of Turkey Proudfoot,['Arthur Scott Bailey'],./data/2/1/8/4/21844/21844.txt
The Tale of Peter Mink,['Arthur Scott Bailey'],./data/2/1/8/4/21845/21845.txt
Crowded Out o' Crofield,['William O. Stoddard'],./data/2/1/8/4/21846/21846.txt
Dr. Wortle's School,['Anthony Trollope'],./data/2/1/8/4/21847/21847.txt
The 'Mind the Paint' Girl,['Arthur Pinero'],./data/2/1/8/4/21849/21849.txt
"A Little Norsk; Or, Ol' Pap's Flaxen",['Hamlin Garland'],./data/2/1/8/5/21850/21850.txt
History of the Negro Race in America from 1619 to 1880. Vol. 2 (of 2),['George Washington Williams'],./data/2/1/8/5/21851/21851.txt
Folklore as an Historical Science,['George Laurence Gomme'],./data/2/1/8/5/21852/21852-0.txt
Folklore as an Historical Science,['George Laurence Gomme'],./data/2/1/8/5/21852/21852.txt
Woman's Work in the Civil War,['Linus Pierpont Brockett'],./data/2/1/8/5/21853/21853.txt
The Woman in Black,['Edmund Clerihew Bentley'],./data/2/1/8/5/21854/21854.txt
Joyce's Investments,['Fannie E. Newberry'],./data/2/1/8/5/21857/21857.txt
The Daughters of Danaus,['Mona Caird'],./data/2/1/8/5/21858/21858.txt
"Historical Sketches, Volume I (of 3)",['John Henry Newman'],./data/2/1/8/5/21859/21859.txt
The Doll and Her Friends,['Unknown'],./data/2/1/8/6/21861/21861.txt
Derrick Sterling,['Kirk Monroe'],./data/2/1/8/6/21863/21863.txt
"Journeys Through Bookland, Vol. 6",['Charles H. Sylvester'],./data/2/1/8/6/21864/21864.txt
King Arthur and His Knights,['Maude L. Radford'],./data/2/1/8/6/21865/21865.txt
The Gundungurra Language,['R.H. Mathews'],./data/2/1/8/6/21866/21866-0.txt
The Gundungurra Language,['R.H. Mathews'],./data/2/1/8/6/21866/21866.txt
Afterwards,['Kathlyn Rhodes'],./data/2/1/8/6/21867/21867.txt
French and Oriental Love in a Harem,['Mario Uchard'],./data/2/1/8/6/21868/21868.txt
Immortal Memories,['Clement Shorter'],./data/2/1/8/6/21869/21869.txt
Luna Benamor,['Vicente Blasco Ibanez'],./data/2/1/8/7/21870/21870.txt
Adventures in the Far West,['W.H.G. Kingston'],./data/2/1/8/7/21871/21871.txt
The Life of David,['Alexander Maclaren'],./data/2/1/8/7/21872/21872.txt
Planet of the Damned,['Harry Harrison'],./data/2/1/8/7/21873/21873.txt
The Bay and Padie Book,['Furnley Maurice'],./data/2/1/8/7/21874/21874.txt
Mary Louise and the Liberty Girls,['Edith Van Dyne '],./data/2/1/8/7/21876/21876.txt
Woodrow Wilson and the World War,['Charles Seymour'],./data/2/1/8/7/21877/21877.txt
The Sins of Severac Bablon,['Sax Rohmer'],./data/2/1/8/7/21879/21879.txt
The Medallic History of the United States of America 1776-1876,['J.F. Loubat'],./data/2/1/8/8/21880/21880.txt
The Life of the Waiting Soul,['R.E. Sanderson'],./data/2/1/8/8/21881/21881.txt
The House of Torchy,['Sewell Ford'],./data/2/1/8/8/21882/21882.txt
We Three,['Gouverneur Morris'],./data/2/1/8/8/21883/21883.txt
The Faithless Parrot,['Charles H. Bennett'],./data/2/1/8/8/21884/21884.txt
The Ruinous Face,['Maurice Hewlett'],./data/2/1/8/8/21885/21885.txt
Prisoners of Hope,['Mary Johnston'],./data/2/1/8/8/21886/21886.txt
Blacksheep! Blacksheep!,['Meredith Nicholson'],./data/2/1/8/8/21887/21887.txt
Canoe Boys and Campfires,['William Murray Graydon'],./data/2/1/8/8/21888/21888.txt
Peter the Great,['Jacob Abbott'],./data/2/1/8/8/21889/21889.txt
The Path to Home,['Edgar A. Guest'],./data/2/1/8/9/21890/21890.txt
The Brand of Silence,['Harrington Strong'],./data/2/1/8/9/21891/21891.txt
At the Time Appointed,['A. Maynard Barbour'],./data/2/1/8/9/21892/21892.txt
Patsy,['S.R. Crockett'],./data/2/1/8/9/21893/21893.txt
The Rover Boys at Colby Hall,['Arthur M. Winfield'],./data/2/1/8/9/21894/21894.txt
The Old Coast Road,['Agnes Rothery'],./data/2/1/8/9/21895/21895.txt
An Incident on Route 12,['James H. Schmitz'],./data/2/1/8/9/21897/21897.txt
"St. Nicholas Magazine for Boys and Girls, Vol. 5, July 1878, No. 9",['Various'],./data/2/1/8/9/21898/21898.txt
A Rip Van Winkle Of The Kalahari,['Frederick Cornell'],./data/2/1/8/9/21899/21899.txt
The Principles of Breeding,['S.L. Goodale'],./data/2/1/9/0/21900/21900.txt
The Birthday Party,['Oliver Optic'],./data/2/1/9/0/21901/21901.txt
"The Atlantic Monthly, Volume 17, No. 103, May, 1866",['Various'],./data/2/1/9/0/21902/21902.txt
The Californians,['Gertrude Franklin Horn Atherton'],./data/2/1/9/0/21903/21903.txt
The Millionaire Baby,['Anna Katharine Green'],./data/2/1/9/0/21904/21904.txt
A Guide for the Religious Instruction of Jewish Youth,['Isaac Samuele Reggio'],./data/2/1/9/0/21905/21905.txt
An Investigation into the Nature of Black Phthisis,['Archibald Makellar'],./data/2/1/9/0/21907/21907.txt
Chums of the Camp Fire,['Lawrence J. Leslie'],./data/2/1/9/0/21908/21908.txt
A Military Genius,['Sarah Ellen Blackwell'],./data/2/1/9/0/21909/21909.txt
Mitch Miller,['Edgar Lee Masters'],./data/2/1/9/1/21910/21910.txt
The Talking Leaves,['William O. Stoddard'],./data/2/1/9/1/21913/21913.txt
The Woggle-Bug Book,['L. Frank Baum'],./data/2/1/9/1/21914/21914.txt
"Directions for Navigating on Part of the South Coast of Newfoundland, with a Chart Thereof, Including the Islands of St. Peter's and Miquelon",['James Cook'],./data/2/1/9/1/21915/21915.txt
Eingeschneit,['Emil Frommel'],./data/2/1/9/1/21917/21917-0.txt
Hindu Law and Judicature,['Yájnavalkya'],./data/2/1/9/1/21918/21918-0.txt
Hindu Law and Judicature,['Yajnavalkya'],./data/2/1/9/1/21918/21918.txt
Teachers' Outlines for Studies in English,['Gilbert Sykes Blakely'],./data/2/1/9/1/21919/21919-0.txt
Teachers' Outlines for Studies in English,['Gilbert Sykes Blakely'],./data/2/1/9/1/21919/21919.txt
Pickwickian Manners and Customs,['Percy Fitzgerald'],./data/2/1/9/2/21921/21921.txt
"Project Gutenberg, Short Cruises, by W.W. Jacobs",['W.W. Jacobs'],./data/2/1/9/2/21927/21927-0.txt
"Project Gutenberg, Short Cruises, by W.W. Jacobs",['W.W. Jacobs'],./data/2/1/9/2/21927/21927.txt
"Light Freights, Complete",['W.W. Jacobs'],./data/2/1/9/2/21928/21928-0.txt
"Light Freights, Complete",['W.W. Jacobs'],./data/2/1/9/2/21928/21928.txt
"Project Gutenberg, A Master of Craft, by W.W. Jacobs",['W.W. Jacobs'],./data/2/1/9/2/21929/21929-0.txt
"Project Gutenberg, A Master of Craft, by W.W. Jacobs",['W.W. Jacobs'],./data/2/1/9/2/21929/21929.txt
Boy Scouts in Mexico; or On Guard with Uncle Sam,['G. Harvey Ralphson'],./data/2/1/9/2191/2191.txt
The Dark Flower,['John Galsworthy'],./data/2/1/9/2192/2192.txt
A Ward of the Golden Gate,['Bret Harte'],./data/2/1/9/2193/2193.txt
Mauprat,['George Sand'],./data/2/1/9/2194/2194.txt
The Master of Mrs. Chilvers,['Jerome K. Jerome'],./data/2/1/9/2195/2195-0.txt
An Iceland Fisherman,['Pierre Loti'],./data/2/1/9/2196/2196.txt
The Gambler,['Fyodor Dostoyevsky'],./data/2/1/9/2197/2197.txt
Stories from Pentamerone,['Giambattista Basile'],./data/2/1/9/2198/2198.txt
The Iliad,['Homer'],./data/2/1/9/2199/2199.txt
"Project Gutenberg, Salthaven, by W.W. Jacobs",['W.W. Jacobs'],./data/2/1/9/3/21930/21930-0.txt
"Project Gutenberg, Salthaven, by W.W. Jacobs",['W.W. Jacobs'],./data/2/1/9/3/21930/21930.txt
"Project Gutenberg, Sea Urchins, by W.W. Jacobs",['W.W. Jacobs'],./data/2/1/9/3/21931/21931-0.txt
"Project Gutenberg, Sea Urchins, by W.W. Jacobs",['W.W. Jacobs'],./data/2/1/9/3/21931/21931.txt
Embarrassments,['Henry James'],./data/2/1/9/3/21932/21932.txt
Much Darker Days,['Andrew Lang '],./data/2/1/9/3/21933/21933.txt
The Gold Of Fairnilee,['Andrew Lang'],./data/2/1/9/3/21934/21934.txt
Prince Prigio,['Andrew Lang'],./data/2/1/9/3/21935/21935.txt
Theft,['Jack London'],./data/2/1/9/3/21936/21936.txt
Modern Icelandic Plays,['Jóhann Sigurjónsson'],./data/2/1/9/3/21937/21937.txt
"The Works of John Knox,  Vol. 1 (of 6)",['John Knox'],./data/2/1/9/3/21938/21938.txt
"Chambers's Edinburgh Journal, No. 449",['Various'],./data/2/1/9/3/21939/21939.txt
Grandmother's Story of Bunker Hill Battle,['Oliver Wendell Holmes Jr.'],./data/2/1/9/4/21941/21941.txt
Dickory Dock,['L.T. Meade'],./data/2/1/9/4/21942/21942.txt
Peter Schlemihl,['Adelbert von Chamisso'],./data/2/1/9/4/21943/21943.txt
The Pleasant Street Partnership,['Mary F. Leonard'],./data/2/1/9/4/21944/21944.txt
Little Busybodies,"['Jeanette Augustus Marks', 'Julia Moody']",./data/2/1/9/4/21948/21948.txt
Hubert's Wife,['Minnie Mary Lee'],./data/2/1/9/4/21949/21949.txt
"American Missionary - Volume 50, No. 3, March, 1896",['Various'],./data/2/1/9/5/21952/21952.txt
Aurelian,['William Ware'],./data/2/1/9/5/21953/21953.txt
The Secret Wireless,['Lewis E. Theiss'],./data/2/1/9/5/21955/21955.txt
Report of the Knaresbrough Rail-way Committee,['Knaresbrough Rail-way Committee'],./data/2/1/9/5/21956/21956.txt
The Psychology of Singing,['David C. Taylor'],./data/2/1/9/5/21957/21957.txt
Frank Merriwell's Races,['Burt L. Standish'],./data/2/1/9/5/21958/21958.txt
Letters from a Self-Made Merchant to His Son,['George Horace Lorimer'],./data/2/1/9/5/21959/21959.txt
Blue Bonnet's Ranch Party,['C.E. Jacobs'],./data/2/1/9/6/21960/21960.txt
Harvard Classics Volume 28,['Various'],./data/2/1/9/6/21962/21962.txt
Halsey & Co.,['H.K. Shackleford'],./data/2/1/9/6/21963/21963.txt
The Short-story,['William Patterson Atkinson'],./data/2/1/9/6/21964/21964.txt
Preventable Diseases,['Woods Hutchinson'],./data/2/1/9/6/21965/21965.txt
Athaliah,['J. Donkersley'],./data/2/1/9/6/21967/21967.txt
The Finer Grain,['Henry James'],./data/2/1/9/6/21968/21968.txt
The Outcry,['Henry James'],./data/2/1/9/6/21969/21969.txt
The Scarlet Plague,['Jack London'],./data/2/1/9/7/21970/21970.txt
A Son Of The Sun,['Jack London'],./data/2/1/9/7/21971/21971.txt
George Washington,['Calista McCabe Courtenay'],./data/2/1/9/7/21972/21972.txt
Anecdotes of the Habits and Instinct of Animals,['R. Lee'],./data/2/1/9/7/21973/21973-0.txt
Anecdotes of the Habits and Instinct of Animals,['R. Lee'],./data/2/1/9/7/21973/21973.txt
The Barbadoes Girl,['Mrs. Hofland'],./data/2/1/9/7/21975/21975.txt
Three Years in the Sixth Corps,['George T. Stevens'],./data/2/1/9/7/21976/21976.txt
The Narrative of a Blockade-Runner,['John Wilkinson'],./data/2/1/9/7/21977/21977.txt
An Analysis of the Lever Escapement,['H.R. Playtner'],./data/2/1/9/7/21978/21978-0.txt
An Analysis of the Lever Escapement,['H.R. Playtner'],./data/2/1/9/7/21978/21978.txt
For Name and Fame,['G.A. Henty'],./data/2/1/9/7/21979/21979.txt
Motor Boat Boys Mississippi Cruise,['Louis Arundel'],./data/2/1/9/8/21980/21980.txt
The Essentials of Spirituality,['Felix Adler'],./data/2/1/9/8/21981/21981.txt
The Violin,['George Hart'],./data/2/1/9/8/21982/21982.txt
"The Continental Monthly,  Vol. 4,  No. 1, July, 1863",['Various'],./data/2/1/9/8/21983/21983.txt
Kemps Nine Daies Wonder,['William Kemp'],./data/2/1/9/8/21984/21984-0.txt
Kemps Nine Daies Wonder,['William Kemp'],./data/2/1/9/8/21984/21984.txt
John Nicholson,['R.E. Cholmeley'],./data/2/1/9/8/21985/21985.txt
The Dash for Khartoum,['George Alfred Henty'],./data/2/1/9/8/21986/21986.txt
"The Village Pulpit, Volume II. Trinity to Advent",['S. Baring-Gould'],./data/2/1/9/8/21987/21987.txt
Breaking Point,['James E. Gunn'],./data/2/1/9/8/21988/21988.txt
The Campaign of 1776 around New York and Brooklyn,['Henry P. Johnston'],./data/2/1/9/9/21990/21990.txt
Face to Face with Kaiserism,['James W. Gerard'],./data/2/1/9/9/21991/21991.txt
Christianity and Progress,['Harry Emerson Fosdick'],./data/2/1/9/9/21992/21992.txt
The Devil's Pool,['George Sand'],./data/2/1/9/9/21993/21993.txt
Prince Ricardo of Pantouflia,['Andrew Lang'],./data/2/1/9/9/21994/21994.txt
Philosophy and Religion,['Hastings Rashdall'],./data/2/1/9/9/21995/21995.txt
Riviera Towns,['Herbert Adams Gibbons'],./data/2/1/9/9/21996/21996.txt
Christie's Old Organ ,['Mrs. O.F. Walton'],./data/2/1/9/9/21997/21997.txt
The Lion's Mouse,"['C.N. Williamson', 'A.M. Williamson']",./data/2/1/9/9/21998/21998.txt
The Wind Bloweth,['Brian Oswald Donn-Byrne'],./data/2/1/9/9/21999/21999.txt
Kept in the Dark,['Anthony Trollope'],./data/2/2/0/0/22000/22000.txt
"Pastoral Poems by Nicholas Breton,","['Nicholas Breton', 'George Wither', 'William Browne ']",./data/2/2/0/0/22001/22001.txt
A Simple Story,['Mrs. Inchbald'],./data/2/2/0/0/22002/22002.txt
The First Four Books of Xenophon's Anabasis,['Xenophon'],./data/2/2/0/0/22003/22003-0.txt
The First Four Books of Xenophon's Anabasis,['Xenophon'],./data/2/2/0/0/22003/22003.txt
The Genius,['Margaret Horton Potter'],./data/2/2/0/0/22004/22004.txt
How to Add Ten Years to your Life and to Double Its Satisfactions,['S.S. Curry'],./data/2/2/0/0/22005/22005.txt
St. Cuthbert's,['Robert E. Knowles'],./data/2/2/0/0/22008/22008.txt
